topic,tweetID
203806f6-13f7-4edb-9d8b-d0d063285081,645144870231912448
0b3bea50-3a2c-4d07-953e-45aca9988634,640033461940695040
0b3bea50-3a2c-4d07-953e-45aca9988634,640033629863813120
0b3bea50-3a2c-4d07-953e-45aca9988634,640033697706717184
0b3bea50-3a2c-4d07-953e-45aca9988634,640033987520503808
0b3bea50-3a2c-4d07-953e-45aca9988634,640034093347024896
0b3bea50-3a2c-4d07-953e-45aca9988634,640034094768762881
0b3bea50-3a2c-4d07-953e-45aca9988634,640034201329344512
0b3bea50-3a2c-4d07-953e-45aca9988634,640038818347749377
0b3bea50-3a2c-4d07-953e-45aca9988634,640044820745093120
0b3bea50-3a2c-4d07-953e-45aca9988634,640056834519248896
0b3bea50-3a2c-4d07-953e-45aca9988634,640062413635776512
0b3bea50-3a2c-4d07-953e-45aca9988634,640062419939684352
0b3bea50-3a2c-4d07-953e-45aca9988634,640066352892411904
0b3bea50-3a2c-4d07-953e-45aca9988634,640071414477926401
0b3bea50-3a2c-4d07-953e-45aca9988634,640092904921395200
0b3bea50-3a2c-4d07-953e-45aca9988634,640102970315698176
0b3bea50-3a2c-4d07-953e-45aca9988634,640117076103827456
0b3bea50-3a2c-4d07-953e-45aca9988634,640121722008530945
0b3bea50-3a2c-4d07-953e-45aca9988634,640280526637662208
0b3bea50-3a2c-4d07-953e-45aca9988634,640382915885424640
04373281-0764-483e-a96f-481562918702,639152567386157057
04373281-0764-483e-a96f-481562918702,641497697246121984
04373281-0764-483e-a96f-481562918702,643100068132843522
04373281-0764-483e-a96f-481562918702,643232152700628992
04373281-0764-483e-a96f-481562918702,643504489232736258
04373281-0764-483e-a96f-481562918702,643867138785198080
04373281-0764-483e-a96f-481562918702,643869904051945472
04373281-0764-483e-a96f-481562918702,644587918712045568
04373281-0764-483e-a96f-481562918702,644865145257259009
04373281-0764-483e-a96f-481562918702,645055642194079744
04373281-0764-483e-a96f-481562918702,646071635422740480
04373281-0764-483e-a96f-481562918702,646232257481445376
04373281-0764-483e-a96f-481562918702,646817622030462977
5d4e4fbf-b220-4f42-aed5-153725b27070,640793658309087233
5d4e4fbf-b220-4f42-aed5-153725b27070,645467832646529024
5d4e4fbf-b220-4f42-aed5-153725b27070,646021579609124864
5d4e4fbf-b220-4f42-aed5-153725b27070,648395438974889984
68047331-25e1-4af5-974b-766f1338bef0,640092775153823744
68047331-25e1-4af5-974b-766f1338bef0,640518935889227776
68047331-25e1-4af5-974b-766f1338bef0,640526454548094976
68047331-25e1-4af5-974b-766f1338bef0,640526470054477825
68047331-25e1-4af5-974b-766f1338bef0,640546515367235585
68047331-25e1-4af5-974b-766f1338bef0,640558617821843456
68047331-25e1-4af5-974b-766f1338bef0,640709903905091584
5811057c-6732-4b37-b04c-ddf0a75a7b51,641951470645039104
5811057c-6732-4b37-b04c-ddf0a75a7b51,642933942153166848
5811057c-6732-4b37-b04c-ddf0a75a7b51,643094165702598656
5811057c-6732-4b37-b04c-ddf0a75a7b51,643110563430592512
5811057c-6732-4b37-b04c-ddf0a75a7b51,643114148755173376
5811057c-6732-4b37-b04c-ddf0a75a7b51,643179865626255362
5811057c-6732-4b37-b04c-ddf0a75a7b51,643192959987400704
5811057c-6732-4b37-b04c-ddf0a75a7b51,643198779756183552
5811057c-6732-4b37-b04c-ddf0a75a7b51,643209054219714560
5811057c-6732-4b37-b04c-ddf0a75a7b51,643216006572150784
5811057c-6732-4b37-b04c-ddf0a75a7b51,643232518276280320
5811057c-6732-4b37-b04c-ddf0a75a7b51,643298333809741824
5811057c-6732-4b37-b04c-ddf0a75a7b51,643436961303138304
5811057c-6732-4b37-b04c-ddf0a75a7b51,643475826529308673
5811057c-6732-4b37-b04c-ddf0a75a7b51,643987127265398784
11086b61-d705-4134-8ab0-ad944b31c898,638515046226616320
11086b61-d705-4134-8ab0-ad944b31c898,638634407843250176
11086b61-d705-4134-8ab0-ad944b31c898,640022863215353857
11086b61-d705-4134-8ab0-ad944b31c898,644421846083969024
11086b61-d705-4134-8ab0-ad944b31c898,645779577176899584
11086b61-d705-4134-8ab0-ad944b31c898,645925477543211008
11086b61-d705-4134-8ab0-ad944b31c898,646137444484583424
1478bf7b-1c23-4235-9ed2-b8c287fc952c,638590310474457088
1478bf7b-1c23-4235-9ed2-b8c287fc952c,638590509603274752
1478bf7b-1c23-4235-9ed2-b8c287fc952c,638591013737623552
1478bf7b-1c23-4235-9ed2-b8c287fc952c,638601950070575104
1478bf7b-1c23-4235-9ed2-b8c287fc952c,638602186230923265
1478bf7b-1c23-4235-9ed2-b8c287fc952c,638602427340595200
1478bf7b-1c23-4235-9ed2-b8c287fc952c,638602964148584448
1478bf7b-1c23-4235-9ed2-b8c287fc952c,638638558429900800
17e7c861-f3cf-49d3-bf93-4daf4a99324c,638928082586439681
17e7c861-f3cf-49d3-bf93-4daf4a99324c,639435702602760192
17e7c861-f3cf-49d3-bf93-4daf4a99324c,639757310659727361
17e7c861-f3cf-49d3-bf93-4daf4a99324c,639769738894118913
17e7c861-f3cf-49d3-bf93-4daf4a99324c,639958681795215360
1a0e4778-5711-48a0-879f-c5d0490c3918,639086147797446656
1a0e4778-5711-48a0-879f-c5d0490c3918,640730586454233088
1a0e4778-5711-48a0-879f-c5d0490c3918,641229509719683072
1a0e4778-5711-48a0-879f-c5d0490c3918,643823812216229889
1a0e4778-5711-48a0-879f-c5d0490c3918,646385377834614784
1a0e4778-5711-48a0-879f-c5d0490c3918,646656903125336064
1a0e4778-5711-48a0-879f-c5d0490c3918,649195631777480704
1a0e4778-5711-48a0-879f-c5d0490c3918,649229756760760321
1a0e4778-5711-48a0-879f-c5d0490c3918,649230611895480320
1a0e4778-5711-48a0-879f-c5d0490c3918,649317808631848960
4a8f4814-0fd9-4ab0-8c4c-c873b56269ff,642110330101862403
4a8f4814-0fd9-4ab0-8c4c-c873b56269ff,643058682733981697
4a8f4814-0fd9-4ab0-8c4c-c873b56269ff,643157762139099137
4a8f4814-0fd9-4ab0-8c4c-c873b56269ff,643159815645229056
4a8f4814-0fd9-4ab0-8c4c-c873b56269ff,643753747634589696
4a8f4814-0fd9-4ab0-8c4c-c873b56269ff,644988494755033088
4a8f4814-0fd9-4ab0-8c4c-c873b56269ff,647198910163886080
4a8f4814-0fd9-4ab0-8c4c-c873b56269ff,648186304900001792
4a8f4814-0fd9-4ab0-8c4c-c873b56269ff,648233831053455360
4a8f4814-0fd9-4ab0-8c4c-c873b56269ff,648238431139680256
4a8f4814-0fd9-4ab0-8c4c-c873b56269ff,648241816236638208
4a8f4814-0fd9-4ab0-8c4c-c873b56269ff,648265206968254464
4a8f4814-0fd9-4ab0-8c4c-c873b56269ff,648277546518188033
4a8f4814-0fd9-4ab0-8c4c-c873b56269ff,648281718085042176
4a8f4814-0fd9-4ab0-8c4c-c873b56269ff,648686132977401856
23432c8f-b9a6-42ac-8d41-9375967c8c4c,645994567863529472
23432c8f-b9a6-42ac-8d41-9375967c8c4c,646046384039198720
23432c8f-b9a6-42ac-8d41-9375967c8c4c,646088602682826752
23432c8f-b9a6-42ac-8d41-9375967c8c4c,646194806272602112
23432c8f-b9a6-42ac-8d41-9375967c8c4c,646213345847062528
23432c8f-b9a6-42ac-8d41-9375967c8c4c,646234670896549889
23432c8f-b9a6-42ac-8d41-9375967c8c4c,646258638147878912
23432c8f-b9a6-42ac-8d41-9375967c8c4c,646280321361674240
23432c8f-b9a6-42ac-8d41-9375967c8c4c,646395792069165056
23432c8f-b9a6-42ac-8d41-9375967c8c4c,646456958732529664
23432c8f-b9a6-42ac-8d41-9375967c8c4c,646600441095057408
92ae56ba-2a40-46e7-8788-f5bf9a9dfb56,638760961810153472
92ae56ba-2a40-46e7-8788-f5bf9a9dfb56,638769083735904256
92ae56ba-2a40-46e7-8788-f5bf9a9dfb56,638769093097717762
92ae56ba-2a40-46e7-8788-f5bf9a9dfb56,638835245798703105
92ae56ba-2a40-46e7-8788-f5bf9a9dfb56,639034030881542144
92ae56ba-2a40-46e7-8788-f5bf9a9dfb56,639267961346232320
92ae56ba-2a40-46e7-8788-f5bf9a9dfb56,639294435038232576
92ae56ba-2a40-46e7-8788-f5bf9a9dfb56,639514340274536448
92ae56ba-2a40-46e7-8788-f5bf9a9dfb56,639795100726329345
92ae56ba-2a40-46e7-8788-f5bf9a9dfb56,639969492366331904
92ae56ba-2a40-46e7-8788-f5bf9a9dfb56,642185884553609216
92ae56ba-2a40-46e7-8788-f5bf9a9dfb56,643275761105956864
2f802367-c298-4816-b9c9-fcc30910123a,639362696157249536
2f802367-c298-4816-b9c9-fcc30910123a,640320724146765826
2f802367-c298-4816-b9c9-fcc30910123a,645968691612545025
2f802367-c298-4816-b9c9-fcc30910123a,647397704528740352
2f802367-c298-4816-b9c9-fcc30910123a,647481883551494144
2f802367-c298-4816-b9c9-fcc30910123a,647820779158044672
2f802367-c298-4816-b9c9-fcc30910123a,648131355612725248
2f802367-c298-4816-b9c9-fcc30910123a,648250113593344001
2f802367-c298-4816-b9c9-fcc30910123a,648290543521284096
2f802367-c298-4816-b9c9-fcc30910123a,648301512389693440
2f802367-c298-4816-b9c9-fcc30910123a,648474472861822976
2f802367-c298-4816-b9c9-fcc30910123a,648489415623356416
2f802367-c298-4816-b9c9-fcc30910123a,648489529419034624
2f802367-c298-4816-b9c9-fcc30910123a,648490225900081152
2f802367-c298-4816-b9c9-fcc30910123a,648624187704279040
2f802367-c298-4816-b9c9-fcc30910123a,648671044836790272
2f802367-c298-4816-b9c9-fcc30910123a,648681528285786112
2f802367-c298-4816-b9c9-fcc30910123a,648692390220402688
2f802367-c298-4816-b9c9-fcc30910123a,648890958482960385
2f802367-c298-4816-b9c9-fcc30910123a,648891082105864192
2f802367-c298-4816-b9c9-fcc30910123a,648915020110172164
2f802367-c298-4816-b9c9-fcc30910123a,648942922814111745
2f802367-c298-4816-b9c9-fcc30910123a,648972740351893504
2f802367-c298-4816-b9c9-fcc30910123a,648983805852811265
2f802367-c298-4816-b9c9-fcc30910123a,649007103835832320
2f802367-c298-4816-b9c9-fcc30910123a,649175367471644672
2f802367-c298-4816-b9c9-fcc30910123a,649211770817650688
4e74bbed-b449-48a8-a71c-f70499105289,638661720228040704
4e74bbed-b449-48a8-a71c-f70499105289,638663862410018816
4e74bbed-b449-48a8-a71c-f70499105289,638672664760979456
4e74bbed-b449-48a8-a71c-f70499105289,639165912822751232
79bb22c6-539f-4dd7-af2e-4d8672599d17,643205159967948800
79bb22c6-539f-4dd7-af2e-4d8672599d17,643239214511976452
79bb22c6-539f-4dd7-af2e-4d8672599d17,643253524097318916
79bb22c6-539f-4dd7-af2e-4d8672599d17,643254485435961344
79bb22c6-539f-4dd7-af2e-4d8672599d17,643256633758457857
79bb22c6-539f-4dd7-af2e-4d8672599d17,643257625845612545
79bb22c6-539f-4dd7-af2e-4d8672599d17,643259389617397760
79bb22c6-539f-4dd7-af2e-4d8672599d17,643261755154669568
79bb22c6-539f-4dd7-af2e-4d8672599d17,643280871831633920
79bb22c6-539f-4dd7-af2e-4d8672599d17,643282582352850945
79bb22c6-539f-4dd7-af2e-4d8672599d17,643286301022679040
79bb22c6-539f-4dd7-af2e-4d8672599d17,643294122221002752
79bb22c6-539f-4dd7-af2e-4d8672599d17,643308556171804672
79bb22c6-539f-4dd7-af2e-4d8672599d17,643405116482019328
79bb22c6-539f-4dd7-af2e-4d8672599d17,643428784075616256
79bb22c6-539f-4dd7-af2e-4d8672599d17,643450414306713600
79bb22c6-539f-4dd7-af2e-4d8672599d17,643737622553210880
79bb22c6-539f-4dd7-af2e-4d8672599d17,644080961622290433
43fcbb87-a47a-45fa-a306-a83324ac9bc9,640392415136780288
43fcbb87-a47a-45fa-a306-a83324ac9bc9,640428860153004032
43fcbb87-a47a-45fa-a306-a83324ac9bc9,640434421326151680
43fcbb87-a47a-45fa-a306-a83324ac9bc9,640458981538828288
43fcbb87-a47a-45fa-a306-a83324ac9bc9,640532413593059328
43fcbb87-a47a-45fa-a306-a83324ac9bc9,640809918304391169
43fcbb87-a47a-45fa-a306-a83324ac9bc9,643604187067097088
43fcbb87-a47a-45fa-a306-a83324ac9bc9,643708000574705664
4bc04c2f-2d01-42d5-8311-e4005950d20f,638603921179586560
4bc04c2f-2d01-42d5-8311-e4005950d20f,638696491696156672
4bc04c2f-2d01-42d5-8311-e4005950d20f,638696564022726657
4bc04c2f-2d01-42d5-8311-e4005950d20f,638697035009511424
4bc04c2f-2d01-42d5-8311-e4005950d20f,638729346769776644
4bc04c2f-2d01-42d5-8311-e4005950d20f,639132631213436928
4bc04c2f-2d01-42d5-8311-e4005950d20f,640836666802860033
4bc04c2f-2d01-42d5-8311-e4005950d20f,642698509938913280
4bc04c2f-2d01-42d5-8311-e4005950d20f,643656809291517952
4bc04c2f-2d01-42d5-8311-e4005950d20f,647690710230020096
4bc04c2f-2d01-42d5-8311-e4005950d20f,647703478148702208
4fef4b46-17e6-43a9-b762-f68b20c1d4ef,639232369057140737
4fef4b46-17e6-43a9-b762-f68b20c1d4ef,644071750343393280
4fef4b46-17e6-43a9-b762-f68b20c1d4ef,645633620531654656
4fef4b46-17e6-43a9-b762-f68b20c1d4ef,647006372849168384
4fef4b46-17e6-43a9-b762-f68b20c1d4ef,647341617108660224
4fef4b46-17e6-43a9-b762-f68b20c1d4ef,648073343606878208
515100e7-e13c-4a1e-8abd-86748b375e11,640456070020878336
515100e7-e13c-4a1e-8abd-86748b375e11,642023388614160384
515100e7-e13c-4a1e-8abd-86748b375e11,642955992741732352
515100e7-e13c-4a1e-8abd-86748b375e11,643197473708732416
5a07213b-7e81-4e0c-9dfa-758ae4c1ae3c,645757868822544384
5a07213b-7e81-4e0c-9dfa-758ae4c1ae3c,648520927341346816
5a07213b-7e81-4e0c-9dfa-758ae4c1ae3c,648522330256351232
5a07213b-7e81-4e0c-9dfa-758ae4c1ae3c,648522990943084544
5a07213b-7e81-4e0c-9dfa-758ae4c1ae3c,648523180034756608
5a07213b-7e81-4e0c-9dfa-758ae4c1ae3c,648526795843727361
5a07213b-7e81-4e0c-9dfa-758ae4c1ae3c,648533652494639104
5a07213b-7e81-4e0c-9dfa-758ae4c1ae3c,648559189095227394
5a07213b-7e81-4e0c-9dfa-758ae4c1ae3c,648610681386766336
5a07213b-7e81-4e0c-9dfa-758ae4c1ae3c,648632546016788485
5a07213b-7e81-4e0c-9dfa-758ae4c1ae3c,648679419041607684
5a07213b-7e81-4e0c-9dfa-758ae4c1ae3c,649145941245603844
5a07213b-7e81-4e0c-9dfa-758ae4c1ae3c,649222225409667073
5a07213b-7e81-4e0c-9dfa-758ae4c1ae3c,649238468216819712
5a07213b-7e81-4e0c-9dfa-758ae4c1ae3c,649242389945520128
5a07213b-7e81-4e0c-9dfa-758ae4c1ae3c,649252361907666945
62821356-38aa-4ed6-90d8-1c32a2e99a8e,638784920559730688
62821356-38aa-4ed6-90d8-1c32a2e99a8e,638968946113257472
62821356-38aa-4ed6-90d8-1c32a2e99a8e,638974279795777536
62821356-38aa-4ed6-90d8-1c32a2e99a8e,639010510722232320
62821356-38aa-4ed6-90d8-1c32a2e99a8e,639043397773340672
62821356-38aa-4ed6-90d8-1c32a2e99a8e,639748867467161600
62821356-38aa-4ed6-90d8-1c32a2e99a8e,639757674150785024
62821356-38aa-4ed6-90d8-1c32a2e99a8e,639758303740891136
62821356-38aa-4ed6-90d8-1c32a2e99a8e,639964128182972416
62821356-38aa-4ed6-90d8-1c32a2e99a8e,640089169713307648
62821356-38aa-4ed6-90d8-1c32a2e99a8e,640099907995574273
62821356-38aa-4ed6-90d8-1c32a2e99a8e,640105750019375104
62821356-38aa-4ed6-90d8-1c32a2e99a8e,640133024261259264
62821356-38aa-4ed6-90d8-1c32a2e99a8e,640592633803374592
62821356-38aa-4ed6-90d8-1c32a2e99a8e,643673680829149184
62821356-38aa-4ed6-90d8-1c32a2e99a8e,643703241939767296
bf88166e-76fe-4605-97df-bb63f5a1806c,640268189272817664
bf88166e-76fe-4605-97df-bb63f5a1806c,641834180423368708
bf88166e-76fe-4605-97df-bb63f5a1806c,645170370417332224
bf88166e-76fe-4605-97df-bb63f5a1806c,645292152105271296
bf88166e-76fe-4605-97df-bb63f5a1806c,645475001253163008
bf88166e-76fe-4605-97df-bb63f5a1806c,645494003379650560
bf88166e-76fe-4605-97df-bb63f5a1806c,645495554449870849
bf88166e-76fe-4605-97df-bb63f5a1806c,645501347572355072
bf88166e-76fe-4605-97df-bb63f5a1806c,645562057119649792
bf88166e-76fe-4605-97df-bb63f5a1806c,645571465987944448
bf88166e-76fe-4605-97df-bb63f5a1806c,645572480611053568
bf88166e-76fe-4605-97df-bb63f5a1806c,645582053119922177
bf88166e-76fe-4605-97df-bb63f5a1806c,645588236622917632
bf88166e-76fe-4605-97df-bb63f5a1806c,645601496969703424
bf88166e-76fe-4605-97df-bb63f5a1806c,645610620100980736
bf88166e-76fe-4605-97df-bb63f5a1806c,645649874885722113
bf88166e-76fe-4605-97df-bb63f5a1806c,645956603099901952
94daebe1-46be-4efc-bbf8-22733d228e41,643771557811236864
94daebe1-46be-4efc-bbf8-22733d228e41,643801534048899072
94daebe1-46be-4efc-bbf8-22733d228e41,644019570576093185
94daebe1-46be-4efc-bbf8-22733d228e41,644037273986711552
94daebe1-46be-4efc-bbf8-22733d228e41,644041580664487936
94daebe1-46be-4efc-bbf8-22733d228e41,644044643588526080
94daebe1-46be-4efc-bbf8-22733d228e41,644055947762139136
94daebe1-46be-4efc-bbf8-22733d228e41,644064214701731840
94daebe1-46be-4efc-bbf8-22733d228e41,644066672190484484
94daebe1-46be-4efc-bbf8-22733d228e41,644072083815825408
94daebe1-46be-4efc-bbf8-22733d228e41,644521983548477440
94daebe1-46be-4efc-bbf8-22733d228e41,645282479801245696
62e1db0d-c532-4fae-be44-5c7a5598fe9f,640678594403041280
62e1db0d-c532-4fae-be44-5c7a5598fe9f,640862114140151808
62e1db0d-c532-4fae-be44-5c7a5598fe9f,642079552676724736
62e1db0d-c532-4fae-be44-5c7a5598fe9f,642255115487981568
62e1db0d-c532-4fae-be44-5c7a5598fe9f,642271618593619968
62e1db0d-c532-4fae-be44-5c7a5598fe9f,642310186825326593
62e1db0d-c532-4fae-be44-5c7a5598fe9f,642365867548934146
62e1db0d-c532-4fae-be44-5c7a5598fe9f,642372606339993601
62e1db0d-c532-4fae-be44-5c7a5598fe9f,643171359665745920
b5a591aa-8dd0-43d2-9961-ab19510f87ac,642579672597950464
b5a591aa-8dd0-43d2-9961-ab19510f87ac,639396730950189056
b5a591aa-8dd0-43d2-9961-ab19510f87ac,642328807823814656
b5a591aa-8dd0-43d2-9961-ab19510f87ac,642384429202149376
f0c1a6e3-3fbd-4dff-8d29-9b11a56f8658,638989921986985985
f0c1a6e3-3fbd-4dff-8d29-9b11a56f8658,639448512690696192
f0c1a6e3-3fbd-4dff-8d29-9b11a56f8658,639461020931653632
f0c1a6e3-3fbd-4dff-8d29-9b11a56f8658,642150457780137984
f0c1a6e3-3fbd-4dff-8d29-9b11a56f8658,642152332743057409
f0c1a6e3-3fbd-4dff-8d29-9b11a56f8658,642174013746323456
f0c1a6e3-3fbd-4dff-8d29-9b11a56f8658,642271012596289536
f0c1a6e3-3fbd-4dff-8d29-9b11a56f8658,642304563127652353
f0c1a6e3-3fbd-4dff-8d29-9b11a56f8658,642329497556131840
f0c1a6e3-3fbd-4dff-8d29-9b11a56f8658,645673581108719616
f0c1a6e3-3fbd-4dff-8d29-9b11a56f8658,645684993285615616
f0c1a6e3-3fbd-4dff-8d29-9b11a56f8658,648370571982405632
6d9aec53-8d75-4e94-9535-23ddbb2841e2,639240055026937856
6d9aec53-8d75-4e94-9535-23ddbb2841e2,641962601748918272
6d9aec53-8d75-4e94-9535-23ddbb2841e2,642475358743343104
6d9aec53-8d75-4e94-9535-23ddbb2841e2,642513752798183425
6d9aec53-8d75-4e94-9535-23ddbb2841e2,642553001979215872
6d9aec53-8d75-4e94-9535-23ddbb2841e2,642574779929657344
6d9aec53-8d75-4e94-9535-23ddbb2841e2,642587706476875776
6d9aec53-8d75-4e94-9535-23ddbb2841e2,642887187369992192
6d9aec53-8d75-4e94-9535-23ddbb2841e2,642887961441341441
6d9aec53-8d75-4e94-9535-23ddbb2841e2,642905813623963648
6d9aec53-8d75-4e94-9535-23ddbb2841e2,642919125069656064
6d9aec53-8d75-4e94-9535-23ddbb2841e2,642919593971945472
6d9aec53-8d75-4e94-9535-23ddbb2841e2,642919737865973760
6d9aec53-8d75-4e94-9535-23ddbb2841e2,642928232745017344
6d9aec53-8d75-4e94-9535-23ddbb2841e2,642931463399174144
6d9aec53-8d75-4e94-9535-23ddbb2841e2,642934213474299904
6d9aec53-8d75-4e94-9535-23ddbb2841e2,642937747083169796
6d9aec53-8d75-4e94-9535-23ddbb2841e2,642993708770594816
6d9aec53-8d75-4e94-9535-23ddbb2841e2,643046170433089537
6d9aec53-8d75-4e94-9535-23ddbb2841e2,643068883864317956
6d9aec53-8d75-4e94-9535-23ddbb2841e2,643107412824690689
6d9aec53-8d75-4e94-9535-23ddbb2841e2,643125250641625089
6d9aec53-8d75-4e94-9535-23ddbb2841e2,643819158950445056
79407845-619e-4ab4-8b06-eee52d11db49,639070006660198400
79407845-619e-4ab4-8b06-eee52d11db49,639196981995438080
79407845-619e-4ab4-8b06-eee52d11db49,639501710994636801
79407845-619e-4ab4-8b06-eee52d11db49,640674703200395264
79407845-619e-4ab4-8b06-eee52d11db49,640897104232189953
79407845-619e-4ab4-8b06-eee52d11db49,641665097438507008
79407845-619e-4ab4-8b06-eee52d11db49,643324976767070208
79407845-619e-4ab4-8b06-eee52d11db49,643357992914690048
79407845-619e-4ab4-8b06-eee52d11db49,643455107087093760
79407845-619e-4ab4-8b06-eee52d11db49,643663551681437696
79407845-619e-4ab4-8b06-eee52d11db49,644426492538159104
79407845-619e-4ab4-8b06-eee52d11db49,645899168540659712
7ba01d52-a333-461d-bd91-a3bd9d5c043c,638605511147962368
7ba01d52-a333-461d-bd91-a3bd9d5c043c,638634086374969344
7ba01d52-a333-461d-bd91-a3bd9d5c043c,638657504214446080
7ba01d52-a333-461d-bd91-a3bd9d5c043c,639004424522731520
7ba01d52-a333-461d-bd91-a3bd9d5c043c,639237747362787328
7ba01d52-a333-461d-bd91-a3bd9d5c043c,640476454359310336
7ba01d52-a333-461d-bd91-a3bd9d5c043c,640552314051411968
7ba01d52-a333-461d-bd91-a3bd9d5c043c,640558605234671617
7ba01d52-a333-461d-bd91-a3bd9d5c043c,641493670924001280
7ba01d52-a333-461d-bd91-a3bd9d5c043c,642369506447360001
7ba01d52-a333-461d-bd91-a3bd9d5c043c,642405961399861248
7ba01d52-a333-461d-bd91-a3bd9d5c043c,643025372406239232
7ba01d52-a333-461d-bd91-a3bd9d5c043c,643330779003678720
86ffe840-0a6b-4e7d-9490-e24636a3a214,639245555785330688
86ffe840-0a6b-4e7d-9490-e24636a3a214,639337490650820608
86ffe840-0a6b-4e7d-9490-e24636a3a214,639348126407524352
86ffe840-0a6b-4e7d-9490-e24636a3a214,639595869294034946
86ffe840-0a6b-4e7d-9490-e24636a3a214,639610909275521024
86ffe840-0a6b-4e7d-9490-e24636a3a214,639626465357619202
86ffe840-0a6b-4e7d-9490-e24636a3a214,639713566304636928
86ffe840-0a6b-4e7d-9490-e24636a3a214,639742534705483776
86ffe840-0a6b-4e7d-9490-e24636a3a214,639955559710494720
86ffe840-0a6b-4e7d-9490-e24636a3a214,644358764422828032
89036bd9-737d-4865-a461-a5883a14e46d,646355247825297408
89036bd9-737d-4865-a461-a5883a14e46d,647391610624442368
89036bd9-737d-4865-a461-a5883a14e46d,647392892210704389
89036bd9-737d-4865-a461-a5883a14e46d,647956836415463424
89036bd9-737d-4865-a461-a5883a14e46d,648062611343302656
89036bd9-737d-4865-a461-a5883a14e46d,648081909105295360
89036bd9-737d-4865-a461-a5883a14e46d,648096533485879297
89036bd9-737d-4865-a461-a5883a14e46d,648160160465166336
89036bd9-737d-4865-a461-a5883a14e46d,648213520253886464
89036bd9-737d-4865-a461-a5883a14e46d,648215403227967488
89036bd9-737d-4865-a461-a5883a14e46d,648231273912143872
89036bd9-737d-4865-a461-a5883a14e46d,648253522694283264
89036bd9-737d-4865-a461-a5883a14e46d,648301413748068352
89036bd9-737d-4865-a461-a5883a14e46d,648307025487785984
89036bd9-737d-4865-a461-a5883a14e46d,648316319000084481
89036bd9-737d-4865-a461-a5883a14e46d,648319298499440640
89036bd9-737d-4865-a461-a5883a14e46d,648323045019402241
89036bd9-737d-4865-a461-a5883a14e46d,648331583879929856
89036bd9-737d-4865-a461-a5883a14e46d,648340040079253505
89036bd9-737d-4865-a461-a5883a14e46d,648341119097511936
89036bd9-737d-4865-a461-a5883a14e46d,648344940037185536
89036bd9-737d-4865-a461-a5883a14e46d,648356286065692672
89036bd9-737d-4865-a461-a5883a14e46d,648388565852753924
89036bd9-737d-4865-a461-a5883a14e46d,648391713707442176
89036bd9-737d-4865-a461-a5883a14e46d,648400871450021888
89036bd9-737d-4865-a461-a5883a14e46d,648418150317330432
89036bd9-737d-4865-a461-a5883a14e46d,648441491795386368
