Precision	Recall	Confidence
0.6577614018513493	0.08115348448217094	0.6430868167202571
0.6605339888760112	0.08398087676032695	0.641025641025641
0.660329326094897	0.08611880431261913	0.6389776357827476
0.6612004432948455	0.08712258056501418	0.6369426751592356
0.6593410589170242	0.09215505334247094	0.6349206349206349
0.6597345759110466	0.09407739015721835	0.6329113924050632
0.6541601830688517	0.09719100766310103	0.6309148264984227
0.6470751541121951	0.09993918210448315	0.628930817610063
0.6444617205391654	0.10169635938274214	0.6269592476489029
0.642717883327351	0.10372988992849415	0.625
0.6440836635638578	0.1042383508421116	0.6230529595015576
0.6425844615742313	0.10576173026604352	0.6211180124223603
0.6446650428228115	0.10706229996440329	0.6191950464396285
0.6439080600121659	0.10825606936259256	0.6172839506172839
0.6447047268388013	0.10936194449349207	0.6153846153846154
0.6424673154179144	0.11261144860341216	0.6134969325153374
0.6385328599085254	0.11477694271642008	0.6116207951070336
0.6376476333232334	0.11526078668092703	0.6097560975609756
0.6382109963170755	0.11572299734788258	0.60790273556231
0.6363817732321837	0.11696028805304187	0.6060606060606061
0.6334904164671052	0.11834399353976978	0.6042296072507553
0.6348261919352937	0.11923717954345303	0.6024096385542168
0.6332680390516903	0.12145449077733884	0.6006006006006006
0.6306686956886578	0.12391783679729333	0.5988023952095809
0.6305828387422943	0.1245918699464646	0.5970149253731343
0.6300527417425962	0.12641986759538465	0.5952380952380952
0.6298067432368764	0.12866460206143862	0.5934718100890207
0.6308854126616111	0.13064990098596407	0.591715976331361
0.6304307314533192	0.1347386164989565	0.5899705014749262
0.6275011905171671	0.13855117594687505	0.588235294117647
0.6248417418456951	0.13885105441482565	0.5865102639296187
0.6244515831331449	0.14002164972906736	0.5847953216374269
0.6237192609242499	0.14152382751853798	0.5830903790087464
0.6232350554108668	0.143455797737801	0.5813953488372093
0.6231181216694331	0.14553279379269765	0.5797101449275363
0.622057133870232	0.14793307709970827	0.5780346820809249
0.6226153195130413	0.1483832510305452	0.5763688760806917
0.6226597000737174	0.15164291953883247	0.5747126436781609
0.6233237155597648	0.153804123654093	0.5730659025787965
0.6193005326250554	0.1564476358275053	0.5714285714285714
0.6163056152433554	0.15701322861409253	0.5698005698005698
0.6147072741814951	0.15902208362454687	0.5681818181818182
0.6147899732887765	0.15970032087736977	0.56657223796034
0.6142141101565181	0.16273595927212414	0.5649717514124294
0.611338135927751	0.1660426648440231	0.5633802816901409
0.6130051371684347	0.1685781881341262	0.5617977528089888
0.6121650612986888	0.17066716105473623	0.5602240896358543
0.6123509587526467	0.1714744689143678	0.5586592178770949
0.6118715386574289	0.17298749180308126	0.5571030640668524
0.6129946476206722	0.17441558488863293	0.5555555555555556
0.6122510362645891	0.17618125214666286	0.5540166204986149
0.6123994799329217	0.17774556513119036	0.5524861878453039
0.6125537748070706	0.17854157697692596	0.5509641873278237
0.6123068586974266	0.18238215418912287	0.5494505494505494
0.6133267001466227	0.18381863289355735	0.547945205479452
0.6110981655979679	0.18535336989790757	0.5464480874316939
0.6105142308141234	0.18713559564871174	0.5449591280653951
0.6106482522673067	0.18801585310355481	0.5434782608695653
0.6063216315668247	0.1893776823935609	0.5420054200542006
0.6043445873737928	0.18962323181038104	0.5390835579514824
0.6051189564821643	0.19206321049345365	0.5376344086021506
0.60491384317568	0.19310474926979906	0.5361930294906166
0.6052676331847425	0.19422913666937333	0.53475935828877
0.604645587233622	0.19595862571930436	0.5333333333333333
0.6033059567900716	0.19841105051979546	0.5291005291005291
0.6018875328148325	0.19859955310240487	0.5263157894736842
0.5988106948600243	0.2015342694823883	0.5249343832020997
0.5980902246781369	0.20296820558564518	0.5235602094240838
0.597001788162933	0.20703395516244447	0.5221932114882506
0.5973566071684501	0.20858617826162887	0.5208333333333334
0.5958530952635164	0.2087498778728423	0.5194805194805194
0.5957703160658498	0.20973207554012283	0.5181347150259067
0.5934429962461353	0.21048816311941485	0.5154639175257733
0.593592816123629	0.21101031673224122	0.5141388174807198
0.5929308672585313	0.21249291434743547	0.5128205128205128
0.592370730332655	0.21356207743317313	0.5115089514066496
0.5916891045736428	0.21506070735559246	0.5102040816326531
0.5893536967457584	0.21608293550041952	0.5089058524173028
0.5897807515622469	0.2188066441633547	0.5076142131979695
0.5887912239182218	0.2189237961459883	0.5063291139240506
0.5892998554238279	0.2192683108803919	0.5050505050505051
0.5887497715846658	0.21970969930220308	0.5025125628140703
0.5868438880257326	0.22027892749574068	0.5012531328320802
0.5862266476649957	0.2211751828671342	0.5
0.5834474399793728	0.2232012505457071	0.49751243781094534
0.5834474399793728	0.2232012505457071	0.49875311720698257
0.5836229906326224	0.2239949529253698	0.49504950495049505
0.5836229906326224	0.2239949529253698	0.4962779156327543
0.5826633466741465	0.22648189440764374	0.4938271604938272
0.5827099113995616	0.2274978213904216	0.4926108374384236
0.5806675789018724	0.22767193824962134	0.49140049140049136
0.5794580743975499	0.23027900141789412	0.49019607843137253
0.5779714306722287	0.23032811130125816	0.4866180048661801
0.5779714306722287	0.23032811130125816	0.48899755501222497
0.5770412605535243	0.23087182786707416	0.48309178743961345
0.5770412605535243	0.23087182786707416	0.4854368932038835
0.5766629474465161	0.23142694494152827	0.48192771084337344
0.5772877163337311	0.23243150514498348	0.4807692307692307
0.5770536009850662	0.23366862187788387	0.47961630695443647
0.5776783722017085	0.2369915849798525	0.47619047619047616
0.5776783722017085	0.2369915849798525	0.4773269689737471
0.5768379006508475	0.237663881784746	0.4750593824228029
0.5755845042036921	0.2387309056142008	0.47281323877068554
0.5743270838211469	0.23960658763629164	0.4716981132075471
0.5739123481880485	0.24037086019614437	0.468384074941452
0.5739123481880485	0.24037086019614437	0.4694835680751174
0.5739123481880485	0.24037086019614437	0.47058823529411764
0.5728492143419537	0.2409386932225409	0.4672897196261682
0.5713497933454513	0.24207557895226836	0.4662004662004662
0.5702537426486096	0.24577259675610016	0.4640371229698375
0.5702860649999859	0.24647360436318516	0.4629629629629629
0.5692088697141116	0.24692156340230437	0.4608294930875576
0.5689840497883754	0.2475256475988337	0.4587155963302753
0.5691230123518334	0.24817208493035386	0.4555808656036446
0.568089709625517	0.24905606283090637	0.45454545454545453
0.5679869739350863	0.2504710949527398	0.4535147392290249
0.5692349392216572	0.25238602558476503	0.4504504504504505
0.5692349392216572	0.25238602558476503	0.4514672686230249
0.5684445944837295	0.2529781345194154	0.449438202247191
0.568459699903055	0.2542836389188425	0.4484304932735426
0.5673892884065193	0.2546610423625442	0.4474272930648769
0.5670269739294488	0.2548442600043254	0.4444444444444444
0.5670269739294488	0.2548442600043254	0.4464285714285714
0.5661628089652759	0.25526039763401104	0.4424778761061947
0.5661628089652759	0.25526039763401104	0.4434589800443459
0.5662361189005134	0.25568787684602057	0.437636761487965
0.5662361189005134	0.25568787684602057	0.44150110375275936
0.5647575151487215	0.2559686274030143	0.4357298474945534
0.5658041826562495	0.25684350213608426	0.4301075268817204
0.5654685854478962	0.25970849932428586	0.4264392324093817
0.5658754493564028	0.26081430880026113	0.4228329809725158
0.5651441848406069	0.2609664426780736	0.41666666666666663
0.5651441848406069	0.2609664426780736	0.41928721174004197
0.5651441848406069	0.2609664426780736	0.42016806722689076
0.5651441848406069	0.2609664426780736	0.42105263157894735
0.5621722709031622	0.26107453780178247	0.4098360655737705
0.5621722709031622	0.26107453780178247	0.4123711340206186
0.5622722124332639	0.26216907894284874	0.4089979550102249
0.5633968394351582	0.2636344030601066	0.3992015968063872
0.5633968394351582	0.2636344030601066	0.4
0.5626443503418811	0.264564500178049	0.3853564547206166
0.5626182242934974	0.26681156639196596	0.3795066413662239
0.5630188386578776	0.2680207018723912	0.3780718336483932
0.5635554628787885	0.27060493608576924	0.3717472118959108
0.5608298944946459	0.27064001457388637	0.35587188612099646
